Year,Age,Industry,Employed
2010,50-54,Real Estate Services,2.7
2010,50-54,Professional Services,6.1
2010,50-54,Administrative & Support Services,6.7
2010,50-54,Public Administration & Education,6.8
2010,50-54,Health & Social Services,2.3
2010,50-54,"Arts, Entertainment & Recreation",2.1
2010,50-54,"Other Community, Social & Personal Services",4.5
2010,50-54,Others,4.3
2010,55-59,Manufacturing,15.1
2010,55-59,Construction,10.6
2010,55-59,Wholesale & Retail Trade,15.0
2010,55-59,Transportation & Storage,23.4
2010,55-59,Accommodation & Food Services,7.1
2010,55-59,Information & Communications,2.5
2010,55-59,Financial & Insurance Services,2.9
2010,55-59,Real Estate Services,2.3
2010,55-59,Professional Services,4.2
2010,55-59,Administrative & Support Services,7.8
2010,55-59,Public Administration & Education,6.7
2010,55-59,Health & Social Services,1.7
2010,55-59,"Arts, Entertainment & Recreation",0.9
2010,55-59,"Other Community, Social & Personal Services",3.5
2010,55-59,Others,3.5
2010,60-64,Manufacturing,8.5
2010,60-64,Construction,3.9
2010,60-64,Wholesale & Retail Trade,9.8
2010,60-64,Transportation & Storage,12.4
2010,60-64,Accommodation & Food Services,5.1
2010,60-64,Information & Communications,0.8
2010,60-64,Financial & Insurance Services,2.0
2010,60-64,Real Estate Services,1.5
2010,60-64,Professional Services,1.8
2010,60-64,Administrative & Support Services,5.0
2010,60-64,Public Administration & Education,3.7
2010,60-64,Health & Social Services,1.5
2010,60-64,"Arts, Entertainment & Recreation",0.8
2010,60-64,"Other Community, Social & Personal Services",2.3
2010,60-64,Others,2.2
2010,65+,Manufacturing,4.3
2010,65+,Construction,2.3
2010,65+,Wholesale & Retail Trade,6.3
2010,65+,Transportation & Storage,5.7
2010,65+,Accommodation & Food Services,4.5
2010,65+,Information & Communications,0.4
2010,65+,Financial & Insurance Services,1.1
2010,65+,Real Estate Services,0.7
2010,65+,Professional Services,1.8
2010,65+,Administrative & Support Services,7.0
2010,65+,Public Administration & Education,2.3
2010,65+,Health & Social Services,1.3
2010,65+,"Arts, Entertainment & Recreation",0.6
2010,65+,"Other Community, Social & Personal Services",1.7
2010,65+,Others,0.6
2009,15-19,Manufacturing,0.2
2009,15-19,Construction,0.2
2009,15-19,Wholesale & Retail Trade,1.1
2009,15-19,Transportation & Storage,0.2
2009,15-19,Accommodation & Food Services,2.1
2009,15-19,Information & Communications,0.2
2009,15-19,Financial & Insurance Services,0.0
2009,15-19,Real Estate Services,0.0
2009,15-19,Professional Services,0.2
2009,15-19,Administrative & Support Services,0.2
2009,15-19,Public Administration & Education,12.1
2009,15-19,Health & Social Services,0.0
2009,15-19,"Arts, Entertainment & Recreation",0.4
2009,15-19,"Other Community, Social & Personal Services",0.2
2009,15-19,Others,0.0
2009,20-24,Manufacturing,3.2
2009,20-24,Construction,1.1
2009,20-24,Wholesale & Retail Trade,5.9
2009,20-24,Transportation & Storage,3.1
2009,20-24,Accommodation & Food Services,3.9
2009,20-24,Information & Communications,2.0
2009,20-24,Financial & Insurance Services,1.8
2009,20-24,Real Estate Services,0.4
2009,20-24,Professional Services,2.1
2009,20-24,Administrative & Support Services,2.2
2009,20-24,Public Administration & Education,41.0
2009,20-24,Health & Social Services,1.3
2009,20-24,"Arts, Entertainment & Recreation",1.2
2009,20-24,"Other Community, Social & Personal Services",0.8
2009,20-24,Others,0.3
2009,25-29,Manufacturing,16.7
2009,25-29,Construction,4.1
2009,25-29,Wholesale & Retail Trade,11.9
2009,25-29,Transportation & Storage,8.6
2009,25-29,Accommodation & Food Services,5.2
2009,25-29,Information & Communications,8.7
2009,25-29,Financial & Insurance Services,9.0
2009,25-29,Real Estate Services,2.2
2009,25-29,Professional Services,9.2
2009,25-29,Administrative & Support Services,3.6
2009,25-29,Public Administration & Education,15.4
2009,25-29,Health & Social Services,2.4
2009,25-29,"Arts, Entertainment & Recreation",2.0
2009,25-29,"Other Community, Social & Personal Services",2.4
2009,25-29,Others,1.1
2009,30-34,Manufacturing,25.4
2009,30-34,Construction,7.0
2009,30-34,Wholesale & Retail Trade,13.9
2009,30-34,Transportation & Storage,9.3
2009,30-34,Accommodation & Food Services,5.6
2009,30-34,Information & Communications,13.3
2009,30-34,Financial & Insurance Services,11.3
2009,30-34,Real Estate Services,2.6
2009,30-34,Professional Services,9.8
2009,30-34,Administrative & Support Services,3.7
2009,30-34,Public Administration & Education,14.3
2009,30-34,Health & Social Services,2.4
2009,30-34,"Arts, Entertainment & Recreation",1.3
2009,30-34,"Other Community, Social & Personal Services",3.1
2009,30-34,Others,1.6
2009,35-39,Manufacturing,28.7
2009,35-39,Construction,10.9
2009,35-39,Wholesale & Retail Trade,18.2
2009,35-39,Transportation & Storage,12.8
2009,35-39,Accommodation & Food Services,5.0
2009,35-39,Information & Communications,11.8
2009,35-39,Financial & Insurance Services,9.8
2009,35-39,Real Estate Services,3.1
2009,35-39,Professional Services,10.0
2009,35-39,Administrative & Support Services,4.5
2009,35-39,Public Administration & Education,12.0
2009,35-39,Health & Social Services,2.2
2009,35-39,"Arts, Entertainment & Recreation",1.0
2009,35-39,"Other Community, Social & Personal Services",3.2
2009,35-39,Others,1.8
2009,40-44,Manufacturing,30.8
2009,40-44,Construction,14.0
2009,40-44,Wholesale & Retail Trade,21.0
2009,40-44,Transportation & Storage,19.2
2009,40-44,Accommodation & Food Services,5.8
2009,40-44,Information & Communications,9.0
2009,40-44,Financial & Insurance Services,6.9
2009,40-44,Real Estate Services,3.2
2009,40-44,Professional Services,9.3
2009,40-44,Administrative & Support Services,5.7
2009,40-44,Public Administration & Education,9.0
2009,40-44,Health & Social Services,2.9
2009,40-44,"Arts, Entertainment & Recreation",1.6
2009,40-44,"Other Community, Social & Personal Services",4.3
2009,40-44,Others,2.3
2009,45-49,Manufacturing,28.5
2009,45-49,Construction,17.7
2009,45-49,Wholesale & Retail Trade,21.3
2009,45-49,Transportation & Storage,22.4
2009,45-49,Accommodation & Food Services,6.2
2009,45-49,Information & Communications,5.0
2009,45-49,Financial & Insurance Services,5.9
2009,45-49,Real Estate Services,3.2
2009,45-49,Professional Services,7.4
2009,45-49,Administrative & Support Services,6.7
2009,45-49,Public Administration & Education,9.2
2009,45-49,Health & Social Services,2.1
2009,45-49,"Arts, Entertainment & Recreation",1.5
2009,45-49,"Other Community, Social & Personal Services",6.2
2009,45-49,Others,2.8
2009,50-54,Manufacturing,24.0
2009,50-54,Construction,15.6
2009,50-54,Wholesale & Retail Trade,20.0
2009,50-54,Transportation & Storage,25.6
2009,50-54,Accommodation & Food Services,7.3
2009,50-54,Information & Communications,3.4
2009,50-54,Financial & Insurance Services,4.2
2009,50-54,Real Estate Services,2.5
2009,50-54,Professional Services,5.5
2009,50-54,Administrative & Support Services,5.7
2009,50-54,Public Administration & Education,7.8
2009,50-54,Health & Social Services,2.1
2009,50-54,"Arts, Entertainment & Recreation",1.2
2009,50-54,"Other Community, Social & Personal Services",5.2
2009,50-54,Others,1.9
2009,55-59,Manufacturing,16.8
2009,55-59,Construction,10.0
2009,55-59,Wholesale & Retail Trade,13.0
2009,55-59,Transportation & Storage,20.3
2009,55-59,Accommodation & Food Services,7.2
2009,55-59,Information & Communications,1.9
2009,55-59,Financial & Insurance Services,2.3
2009,55-59,Real Estate Services,2.7
2009,55-59,Professional Services,2.9
2009,55-59,Administrative & Support Services,5.5
2009,55-59,Public Administration & Education,5.6
2009,55-59,Health & Social Services,1.7
2009,55-59,"Arts, Entertainment & Recreation",1.0
2009,55-59,"Other Community, Social & Personal Services",3.2
2009,55-59,Others,2.2
2009,60-64,Manufacturing,8.1
2009,60-64,Construction,4.6
2009,60-64,Wholesale & Retail Trade,9.3
2009,60-64,Transportation & Storage,11.8
2009,60-64,Accommodation & Food Services,5.1
2009,60-64,Information & Communications,0.6
2009,60-64,Financial & Insurance Services,1.6
2009,60-64,Real Estate Services,2.0
2009,60-64,Professional Services,1.6
2009,60-64,Administrative & Support Services,4.8
2009,60-64,Public Administration & Education,3.0
2009,60-64,Health & Social Services,1.0
2009,60-64,"Arts, Entertainment & Recreation",0.7
2009,60-64,"Other Community, Social & Personal Services",2.3
2009,60-64,Others,1.2
2009,65+,Manufacturing,4.3
2009,65+,Construction,2.6
2009,65+,Wholesale & Retail Trade,7.1
2009,65+,Transportation & Storage,6.1
2009,65+,Accommodation & Food Services,4.2
2009,65+,Information & Communications,0.2
2009,65+,Financial & Insurance Services,1.0
2009,65+,Real Estate Services,1.2
2009,65+,Professional Services,1.4
2009,65+,Administrative & Support Services,5.3
2009,65+,Public Administration & Education,2.0
2009,65+,Health & Social Services,1.0
2009,65+,"Arts, Entertainment & Recreation",0.6
2009,65+,"Other Community, Social & Personal Services",2.4
2009,65+,Others,0.6
2008,15-19,Manufacturing,0.6
2008,15-19,Construction,0.1
2008,15-19,Wholesale & Retail Trade,2.1
2008,15-19,Transportation & Storage,0.4
2008,15-19,Accommodation & Food Services,2.0
2008,15-19,Information & Communications,0.2
2008,15-19,Financial & Insurance Services,0.0
2008,15-19,Real Estate Services,0.0
2008,15-19,Professional Services,0.1
2008,15-19,Administrative & Support Services,0.5
2008,15-19,Public Administration & Education,12.3
2008,15-19,Health & Social Services,0.1
2008,15-19,"Arts, Entertainment & Recreation",0.4
2008,15-19,"Other Community, Social & Personal Services",0.2
2008,15-19,Others,0.0
2008,20-24,Manufacturing,5.2
2008,20-24,Construction,1.2
2008,20-24,Wholesale & Retail Trade,5.0
2008,20-24,Transportation & Storage,3.6
2008,20-24,Accommodation & Food Services,3.6
2008,20-24,Information & Communications,2.8
2008,20-24,Financial & Insurance Services,2.5
2008,20-24,Real Estate Services,0.5
2008,20-24,Professional Services,2.8
2008,20-24,Administrative & Support Services,2.2
2008,20-24,Public Administration & Education,38.4
2008,20-24,Health & Social Services,0.8
2008,20-24,"Arts, Entertainment & Recreation",0.7
2008,20-24,"Other Community, Social & Personal Services",0.8
2008,20-24,Others,0.1
2008,25-29,Manufacturing,18.4
2008,25-29,Construction,3.8
2008,25-29,Wholesale & Retail Trade,11.3
2008,25-29,Transportation & Storage,7.7
2008,25-29,Accommodation & Food Services,3.8
2008,25-29,Information & Communications,8.3
2008,25-29,Financial & Insurance Services,9.4
2008,25-29,Real Estate Services,1.4
2008,25-29,Professional Services,6.6
2008,25-29,Administrative & Support Services,4.0
2008,25-29,Public Administration & Education,16.4
2008,25-29,Health & Social Services,2.4
2008,25-29,"Arts, Entertainment & Recreation",1.5
2008,25-29,"Other Community, Social & Personal Services",2.4
2008,25-29,Others,0.6
2008,30-34,Manufacturing,26.1
2008,30-34,Construction,7.0
2008,30-34,Wholesale & Retail Trade,15.7
2008,30-34,Transportation & Storage,10.4
2008,30-34,Accommodation & Food Services,3.7
2008,30-34,Information & Communications,11.3
2008,30-34,Financial & Insurance Services,10.4
2008,30-34,Real Estate Services,2.7
2008,30-34,Professional Services,9.5
2008,30-34,Administrative & Support Services,3.5
2008,30-34,Public Administration & Education,14.0
2008,30-34,Health & Social Services,1.7
2008,30-34,"Arts, Entertainment & Recreation",1.6
2008,30-34,"Other Community, Social & Personal Services",2.4
2008,30-34,Others,1.1
2008,35-39,Manufacturing,33.6
2008,35-39,Construction,9.7
2008,35-39,Wholesale & Retail Trade,18.4
2008,35-39,Transportation & Storage,13.0
2008,35-39,Accommodation & Food Services,5.6
2008,35-39,Information & Communications,9.9
2008,35-39,Financial & Insurance Services,10.8
2008,35-39,Real Estate Services,3.0
2008,35-39,Professional Services,10.0
2008,35-39,Administrative & Support Services,4.9
2008,35-39,Public Administration & Education,12.2
2008,35-39,Health & Social Services,2.9
2008,35-39,"Arts, Entertainment & Recreation",1.4
2008,35-39,"Other Community, Social & Personal Services",3.6
2008,35-39,Others,2.7
2008,40-44,Manufacturing,33.9
2008,40-44,Construction,15.6
2008,40-44,Wholesale & Retail Trade,19.0
2008,40-44,Transportation & Storage,18.8
2008,40-44,Accommodation & Food Services,5.9
2008,40-44,Information & Communications,7.9
2008,40-44,Financial & Insurance Services,6.5
2008,40-44,Real Estate Services,2.9
2008,40-44,Professional Services,9.1
2008,40-44,Administrative & Support Services,5.4
2008,40-44,Public Administration & Education,9.4
2008,40-44,Health & Social Services,2.1
2008,40-44,"Arts, Entertainment & Recreation",1.8
2008,40-44,"Other Community, Social & Personal Services",4.8
2008,40-44,Others,2.2
2008,45-49,Manufacturing,31.1
2008,45-49,Construction,17.5
2008,45-49,Wholesale & Retail Trade,21.2
2008,45-49,Transportation & Storage,24.0
2008,45-49,Accommodation & Food Services,7.4
2008,45-49,Information & Communications,5.3
2008,45-49,Financial & Insurance Services,5.3
2008,45-49,Real Estate Services,4.0
2008,45-49,Professional Services,6.5
2008,45-49,Administrative & Support Services,6.3
2008,45-49,Public Administration & Education,8.7
2008,45-49,Health & Social Services,2.3
2008,45-49,"Arts, Entertainment & Recreation",2.0
2008,45-49,"Other Community, Social & Personal Services",6.0
2008,45-49,Others,2.5
2008,50-54,Manufacturing,24.5
2008,50-54,Construction,14.7
2008,50-54,Wholesale & Retail Trade,18.5
2008,50-54,Transportation & Storage,24.9
2008,50-54,Accommodation & Food Services,8.2
2008,50-54,Information & Communications,3.4
2008,50-54,Financial & Insurance Services,4.2
2008,50-54,Real Estate Services,2.8
2008,50-54,Professional Services,5.5
2008,50-54,Administrative & Support Services,6.3
2008,50-54,Public Administration & Education,6.2
2008,50-54,Health & Social Services,1.9
2008,50-54,"Arts, Entertainment & Recreation",1.3
2008,50-54,"Other Community, Social & Personal Services",4.9
2008,50-54,Others,2.8
2008,55-59,Manufacturing,16.1
2008,55-59,Construction,8.8
2008,55-59,Wholesale & Retail Trade,13.5
2008,55-59,Transportation & Storage,19.2
2008,55-59,Accommodation & Food Services,5.3
2008,55-59,Information & Communications,2.2
2008,55-59,Financial & Insurance Services,2.0
2008,55-59,Real Estate Services,2.4
2008,55-59,Professional Services,3.9
2008,55-59,Administrative & Support Services,6.0
2008,55-59,Public Administration & Education,6.0
2008,55-59,Health & Social Services,1.0
2008,55-59,"Arts, Entertainment & Recreation",0.9
2008,55-59,"Other Community, Social & Personal Services",3.6
2008,55-59,Others,2.9
2008,60-64,Manufacturing,6.6
2008,60-64,Construction,4.6
2008,60-64,Wholesale & Retail Trade,8.0
2008,60-64,Transportation & Storage,10.6
2008,60-64,Accommodation & Food Services,3.7
2008,60-64,Information & Communications,0.6
2008,60-64,Financial & Insurance Services,1.2
2008,60-64,Real Estate Services,0.8
2008,60-64,Professional Services,1.3
2008,60-64,Administrative & Support Services,4.2
2008,60-64,Public Administration & Education,2.8
2008,60-64,Health & Social Services,1.2
2008,60-64,"Arts, Entertainment & Recreation",0.5
2008,60-64,"Other Community, Social & Personal Services",2.7
2008,60-64,Others,1.0
2008,65+,Manufacturing,3.4
2008,65+,Construction,2.0
2008,65+,Wholesale & Retail Trade,7.0
2008,65+,Transportation & Storage,5.1
2008,65+,Accommodation & Food Services,4.3
2008,65+,Information & Communications,0.3
2008,65+,Financial & Insurance Services,0.5
2008,65+,Real Estate Services,0.5
2008,65+,Professional Services,1.1
2008,65+,Administrative & Support Services,5.6
2008,65+,Public Administration & Education,0.9
2008,65+,Health & Social Services,0.7
2008,65+,"Arts, Entertainment & Recreation",0.6
2008,65+,"Other Community, Social & Personal Services",2.2
2008,65+,Others,0.6
2007,15-19,Manufacturing,0.4
2007,15-19,Construction,0.1
2007,15-19,Wholesale & Retail Trade,1.3
2007,15-19,Transportation & Storage,0.4
2007,15-19,Accommodation & Food Services,2.9
2007,15-19,Information & Communications,0.2
2007,15-19,Financial & Insurance Services,0.1
2007,15-19,Real Estate Services,0.0
2007,15-19,Professional Services,0.2
2007,15-19,Administrative & Support Services,0.3
2007,15-19,Public Administration & Education,14.4
2007,15-19,Health & Social Services,0.0
2007,15-19,"Arts, Entertainment & Recreation",0.1
2007,15-19,"Other Community, Social & Personal Services",0.0
2007,15-19,Others,0.0
2007,20-24,Manufacturing,6.0
2007,20-24,Construction,0.9
2007,20-24,Wholesale & Retail Trade,6.7
2007,20-24,Transportation & Storage,3.3
2007,20-24,Accommodation & Food Services,3.7
2007,20-24,Information & Communications,2.3
2007,20-24,Financial & Insurance Services,1.9
2007,20-24,Real Estate Services,0.6
2007,20-24,Professional Services,1.9
2007,20-24,Administrative & Support Services,2.2
2007,20-24,Public Administration & Education,35.7
2007,20-24,Health & Social Services,0.5
2007,20-24,"Arts, Entertainment & Recreation",1.2
2007,20-24,"Other Community, Social & Personal Services",0.8
2007,20-24,Others,0.3
2007,25-29,Manufacturing,18.5
2007,25-29,Construction,3.5
2007,25-29,Wholesale & Retail Trade,13.7
2007,25-29,Transportation & Storage,8.0
2007,25-29,Accommodation & Food Services,4.8
2007,25-29,Information & Communications,8.3
2007,25-29,Financial & Insurance Services,6.9
2007,25-29,Real Estate Services,1.5
2007,25-29,Professional Services,6.7
2007,25-29,Administrative & Support Services,3.6
2007,25-29,Public Administration & Education,16.3
2007,25-29,Health & Social Services,1.5
2007,25-29,"Arts, Entertainment & Recreation",1.6
2007,25-29,"Other Community, Social & Personal Services",2.4
2007,25-29,Others,0.9
2007,30-34,Manufacturing,28.6
2007,30-34,Construction,7.1
2007,30-34,Wholesale & Retail Trade,15.9
2007,30-34,Transportation & Storage,11.2
2007,30-34,Accommodation & Food Services,5.6
2007,30-34,Information & Communications,12.6
2007,30-34,Financial & Insurance Services,9.1
2007,30-34,Real Estate Services,2.2
2007,30-34,Professional Services,8.6
2007,30-34,Administrative & Support Services,3.8
2007,30-34,Public Administration & Education,14.8
2007,30-34,Health & Social Services,2.3
2007,30-34,"Arts, Entertainment & Recreation",1.2
2007,30-34,"Other Community, Social & Personal Services",1.9
2007,30-34,Others,1.7
2007,35-39,Manufacturing,31.3
2007,35-39,Construction,11.6
2007,35-39,Wholesale & Retail Trade,19.9
2007,35-39,Transportation & Storage,13.4
2007,35-39,Accommodation & Food Services,5.1
2007,35-39,Information & Communications,11.2
2007,35-39,Financial & Insurance Services,9.2
2007,35-39,Real Estate Services,2.7
2007,35-39,Professional Services,8.9
2007,35-39,Administrative & Support Services,4.8
2007,35-39,Public Administration & Education,10.8
2007,35-39,Health & Social Services,2.4
2007,35-39,"Arts, Entertainment & Recreation",1.2
2007,35-39,"Other Community, Social & Personal Services",3.5
2007,35-39,Others,2.0
2007,40-44,Manufacturing,31.5
2007,40-44,Construction,14.1
2007,40-44,Wholesale & Retail Trade,21.6
2007,40-44,Transportation & Storage,19.1
2007,40-44,Accommodation & Food Services,6.9
2007,40-44,Information & Communications,7.5
2007,40-44,Financial & Insurance Services,7.0
2007,40-44,Real Estate Services,3.5
2007,40-44,Professional Services,8.2
2007,40-44,Administrative & Support Services,5.5
2007,40-44,Public Administration & Education,8.4
2007,40-44,Health & Social Services,2.5
2007,40-44,"Arts, Entertainment & Recreation",1.8
2007,40-44,"Other Community, Social & Personal Services",5.1
2007,40-44,Others,2.0
2007,45-49,Manufacturing,27.6
2007,45-49,Construction,17.5
2007,45-49,Wholesale & Retail Trade,21.9
2007,45-49,Transportation & Storage,25.1
2007,45-49,Accommodation & Food Services,7.9
2007,45-49,Information & Communications,4.4
2007,45-49,Financial & Insurance Services,4.4
2007,45-49,Real Estate Services,3.0
2007,45-49,Professional Services,5.8
2007,45-49,Administrative & Support Services,7.0
2007,45-49,Public Administration & Education,9.6
2007,45-49,Health & Social Services,2.6
2007,45-49,"Arts, Entertainment & Recreation",1.4
2007,45-49,"Other Community, Social & Personal Services",5.3
2007,45-49,Others,3.0
2007,50-54,Manufacturing,21.4
2007,50-54,Construction,13.5
2007,50-54,Wholesale & Retail Trade,19.3
2007,50-54,Transportation & Storage,26.3
2007,50-54,Accommodation & Food Services,8.5
2007,50-54,Information & Communications,2.9
2007,50-54,Financial & Insurance Services,3.6
2007,50-54,Real Estate Services,3.1
2007,50-54,Professional Services,4.2
2007,50-54,Administrative & Support Services,7.4
2007,50-54,Public Administration & Education,7.2
2007,50-54,Health & Social Services,1.6
2007,50-54,"Arts, Entertainment & Recreation",1.4
2007,50-54,"Other Community, Social & Personal Services",4.8
2007,50-54,Others,2.6
2007,55-59,Manufacturing,15.3
2007,55-59,Construction,8.2
2007,55-59,Wholesale & Retail Trade,12.9
2007,55-59,Transportation & Storage,19.1
2007,55-59,Accommodation & Food Services,6.7
2007,55-59,Information & Communications,1.9
2007,55-59,Financial & Insurance Services,2.9
2007,55-59,Real Estate Services,2.3
2007,55-59,Professional Services,2.9
2007,55-59,Administrative & Support Services,6.6
2007,55-59,Public Administration & Education,5.2
2007,55-59,Health & Social Services,1.8
2007,55-59,"Arts, Entertainment & Recreation",1.2
2007,55-59,"Other Community, Social & Personal Services",3.2
2007,55-59,Others,2.8
2007,60-64,Manufacturing,5.6
2007,60-64,Construction,3.8
2007,60-64,Wholesale & Retail Trade,7.4
2007,60-64,Transportation & Storage,8.4
2007,60-64,Accommodation & Food Services,3.5
2007,60-64,Information & Communications,0.5
2007,60-64,Financial & Insurance Services,0.8
2007,60-64,Real Estate Services,1.0
2007,60-64,Professional Services,1.0
2007,60-64,Administrative & Support Services,4.5
2007,60-64,Public Administration & Education,1.8
2007,60-64,Health & Social Services,1.0
2007,60-64,"Arts, Entertainment & Recreation",0.6
2007,60-64,"Other Community, Social & Personal Services",2.2
2007,60-64,Others,0.8
2007,65+,Manufacturing,3.3
2007,65+,Construction,1.9
2007,65+,Wholesale & Retail Trade,6.3
2007,65+,Transportation & Storage,5.3
2007,65+,Accommodation & Food Services,3.8
2007,65+,Information & Communications,0.4
2007,65+,Financial & Insurance Services,0.5
2007,65+,Real Estate Services,0.7
2007,65+,Professional Services,1.2
2007,65+,Administrative & Support Services,4.7
2007,65+,Public Administration & Education,1.2
2007,65+,Health & Social Services,0.7
2007,65+,"Arts, Entertainment & Recreation",0.4
2007,65+,"Other Community, Social & Personal Services",1.2
2007,65+,Others,0.4
2006,15-19,Manufacturing,0.6
2006,15-19,Construction,0.1
2006,15-19,Wholesale & Retail Trade,1.6
2006,15-19,Transportation & Storage,0.3
2006,15-19,Accommodation & Food Services,3.1
2006,15-19,Information & Communications,0.2
2006,15-19,Financial & Insurance Services,0.1
2006,15-19,Real Estate Services,0.0
2006,15-19,Professional Services,0.2
2006,15-19,Administrative & Support Services,0.1
2006,15-19,Public Administration & Education,9.7
2006,15-19,Health & Social Services,0.1
2006,15-19,"Arts, Entertainment & Recreation",0.1
2006,15-19,"Other Community, Social & Personal Services",0.2
2006,15-19,Others,0.0
2006,20-24,Manufacturing,5.5
2006,20-24,Construction,1.1
2006,20-24,Wholesale & Retail Trade,6.6
2006,20-24,Transportation & Storage,3.1
2006,20-24,Accommodation & Food Services,4.1
2006,20-24,Information & Communications,2.5
2006,20-24,Financial & Insurance Services,1.2
2006,20-24,Real Estate Services,0.4
2006,20-24,Professional Services,1.7
2006,20-24,Administrative & Support Services,2.4
2006,20-24,Public Administration & Education,43.8
2006,20-24,Health & Social Services,0.5
2006,20-24,"Arts, Entertainment & Recreation",0.8
2006,20-24,"Other Community, Social & Personal Services",0.7
2006,20-24,Others,0.3
2006,25-29,Manufacturing,20.2
2006,25-29,Construction,3.4
2006,25-29,Wholesale & Retail Trade,13.4
2006,25-29,Transportation & Storage,7.4
2006,25-29,Accommodation & Food Services,4.8
2006,25-29,Information & Communications,7.8
2006,25-29,Financial & Insurance Services,6.9
2006,25-29,Real Estate Services,1.2
2006,25-29,Professional Services,7.0
2006,25-29,Administrative & Support Services,3.0
2006,25-29,Public Administration & Education,18.2
2006,25-29,Health & Social Services,1.6
2006,25-29,"Arts, Entertainment & Recreation",1.8
2006,25-29,"Other Community, Social & Personal Services",2.1
2006,25-29,Others,0.8
2006,30-34,Manufacturing,26.4
2006,30-34,Construction,6.3
2006,30-34,Wholesale & Retail Trade,18.2
2006,30-34,Transportation & Storage,11.2
2006,30-34,Accommodation & Food Services,4.6
2006,30-34,Information & Communications,11.4
2006,30-34,Financial & Insurance Services,9.2
2006,30-34,Real Estate Services,1.7
2006,30-34,Professional Services,8.7
2006,30-34,Administrative & Support Services,3.5
2006,30-34,Public Administration & Education,15.0
2006,30-34,Health & Social Services,2.4
2006,30-34,"Arts, Entertainment & Recreation",1.6
2006,30-34,"Other Community, Social & Personal Services",2.3
2006,30-34,Others,1.8
2006,35-39,Manufacturing,31.9
2006,35-39,Construction,10.9
2006,35-39,Wholesale & Retail Trade,22.5
2006,35-39,Transportation & Storage,14.2
2006,35-39,Accommodation & Food Services,5.4
2006,35-39,Information & Communications,9.1
2006,35-39,Financial & Insurance Services,7.5
2006,35-39,Real Estate Services,2.0
2006,35-39,Professional Services,9.6
2006,35-39,Administrative & Support Services,4.9
2006,35-39,Public Administration & Education,10.7
2006,35-39,Health & Social Services,2.1
2006,35-39,"Arts, Entertainment & Recreation",1.2
2006,35-39,"Other Community, Social & Personal Services",3.5
2006,35-39,Others,2.3
2006,40-44,Manufacturing,35.1
2006,40-44,Construction,15.2
2006,40-44,Wholesale & Retail Trade,25.1
2006,40-44,Transportation & Storage,18.7
2006,40-44,Accommodation & Food Services,8.6
2006,40-44,Information & Communications,5.5
2006,40-44,Financial & Insurance Services,6.6
2006,40-44,Real Estate Services,3.4
2006,40-44,Professional Services,7.8
2006,40-44,Administrative & Support Services,5.7
2006,40-44,Public Administration & Education,8.7
2006,40-44,Health & Social Services,1.9
2006,40-44,"Arts, Entertainment & Recreation",1.1
2006,40-44,"Other Community, Social & Personal Services",4.7
2006,40-44,Others,2.1
2006,45-49,Manufacturing,29.6
2006,45-49,Construction,15.7
2006,45-49,Wholesale & Retail Trade,25.4
2006,45-49,Transportation & Storage,25.0
2006,45-49,Accommodation & Food Services,9.2
2006,45-49,Information & Communications,3.9
2006,45-49,Financial & Insurance Services,5.6
2006,45-49,Real Estate Services,4.2
2006,45-49,Professional Services,5.8
2006,45-49,Administrative & Support Services,6.4
2006,45-49,Public Administration & Education,8.5
2006,45-49,Health & Social Services,2.8
2006,45-49,"Arts, Entertainment & Recreation",1.1
2006,45-49,"Other Community, Social & Personal Services",5.4
2006,45-49,Others,2.4
2006,50-54,Manufacturing,20.9
2006,50-54,Construction,13.3
2006,50-54,Wholesale & Retail Trade,20.0
2006,50-54,Transportation & Storage,24.8
2006,50-54,Accommodation & Food Services,7.9
2006,50-54,Information & Communications,2.3
2006,50-54,Financial & Insurance Services,4.2
2006,50-54,Real Estate Services,2.6
2006,50-54,Professional Services,5.0
2006,50-54,Administrative & Support Services,7.5
2006,50-54,Public Administration & Education,6.5
2006,50-54,Health & Social Services,1.9
2006,50-54,"Arts, Entertainment & Recreation",1.6
2006,50-54,"Other Community, Social & Personal Services",4.5
2006,50-54,Others,2.9
2006,55-59,Manufacturing,13.5
2006,55-59,Construction,7.6
2006,55-59,Wholesale & Retail Trade,14.4
2006,55-59,Transportation & Storage,18.6
2006,55-59,Accommodation & Food Services,7.2
2006,55-59,Information & Communications,1.6
2006,55-59,Financial & Insurance Services,2.2
2006,55-59,Real Estate Services,1.7
2006,55-59,Professional Services,2.5
2006,55-59,Administrative & Support Services,5.4
2006,55-59,Public Administration & Education,5.5
2006,55-59,Health & Social Services,1.6
2006,55-59,"Arts, Entertainment & Recreation",1.0
2006,55-59,"Other Community, Social & Personal Services",3.1
2006,55-59,Others,2.3
2006,60-64,Manufacturing,5.0
2006,60-64,Construction,2.9
2006,60-64,Wholesale & Retail Trade,6.6
2006,60-64,Transportation & Storage,7.7
2006,60-64,Accommodation & Food Services,3.5
2006,60-64,Information & Communications,0.4
2006,60-64,Financial & Insurance Services,1.0
2006,60-64,Real Estate Services,0.8
2006,60-64,Professional Services,1.3
2006,60-64,Administrative & Support Services,3.3
2006,60-64,Public Administration & Education,1.5
2006,60-64,Health & Social Services,0.6
2006,60-64,"Arts, Entertainment & Recreation",0.4
2006,60-64,"Other Community, Social & Personal Services",1.6
