Year,Age,Occupation,Employed
2003,25-29,Associate Professionals & Technicians,47.6
2003,25-29,Clerical Support Workers,31.5
2003,25-29,Service & Sales Workers,20.1
2003,25-29,Craftsmen & Related Trade Workers,5.8
2003,25-29,Plant & Machine Operators & Assemblers,7.4
2003,25-29,"Cleaners, Labourers & Related Workers",4.1
2003,25-29,Others,8.0
2003,30-34,Managers & Administrators (Including Working Proprietors),35.4
2003,30-34,Professionals,59.1
2003,30-34,Associate Professionals & Technicians,47.2
2003,30-34,Clerical Support Workers,37.1
2003,30-34,Service & Sales Workers,21.1
2003,30-34,Craftsmen & Related Trade Workers,10.2
2003,30-34,Plant & Machine Operators & Assemblers,14.7
2003,30-34,"Cleaners, Labourers & Related Workers",5.8
2003,30-34,Others,2.5
2003,35-39,Managers & Administrators (Including Working Proprietors),47.4
2003,35-39,Professionals,42.1
2003,35-39,Associate Professionals & Technicians,39.2
2003,35-39,Clerical Support Workers,36.1
2003,35-39,Service & Sales Workers,23.6
2003,35-39,Craftsmen & Related Trade Workers,14.1
2003,35-39,Plant & Machine Operators & Assemblers,22.3
2003,35-39,"Cleaners, Labourers & Related Workers",11.9
2003,35-39,Others,2.3
2003,40-44,Managers & Administrators (Including Working Proprietors),45.5
2003,40-44,Professionals,28.5
2003,40-44,Associate Professionals & Technicians,34.5
2003,40-44,Clerical Support Workers,33.7
2003,40-44,Service & Sales Workers,26.2
2003,40-44,Craftsmen & Related Trade Workers,19.0
2003,40-44,Plant & Machine Operators & Assemblers,31.0
2003,40-44,"Cleaners, Labourers & Related Workers",18.2
2003,40-44,Others,2.2
2003,45-49,Managers & Administrators (Including Working Proprietors),41.0
2003,45-49,Professionals,19.9
2003,45-49,Associate Professionals & Technicians,25.1
2003,45-49,Clerical Support Workers,25.7
2003,45-49,Service & Sales Workers,26.6
2003,45-49,Craftsmen & Related Trade Workers,19.4
2003,45-49,Plant & Machine Operators & Assemblers,34.7
2003,45-49,"Cleaners, Labourers & Related Workers",21.9
2003,45-49,Others,1.5
2003,50-54,Managers & Administrators (Including Working Proprietors),30.6
2003,50-54,Professionals,12.7
2003,50-54,Associate Professionals & Technicians,16.0
2003,50-54,Clerical Support Workers,19.9
2003,50-54,Service & Sales Workers,24.0
2003,50-54,Craftsmen & Related Trade Workers,15.1
2003,50-54,Plant & Machine Operators & Assemblers,27.5
2003,50-54,"Cleaners, Labourers & Related Workers",21.3
2003,50-54,Others,0.6
2003,55-59,Managers & Administrators (Including Working Proprietors),15.6
2003,55-59,Professionals,8.8
2003,55-59,Associate Professionals & Technicians,8.0
2003,55-59,Clerical Support Workers,9.1
2003,55-59,Service & Sales Workers,14.1
2003,55-59,Craftsmen & Related Trade Workers,7.6
2003,55-59,Plant & Machine Operators & Assemblers,15.0
2003,55-59,"Cleaners, Labourers & Related Workers",14.6
2003,55-59,Others,0.1
2003,60-64,Managers & Administrators (Including Working Proprietors),6.8
2003,60-64,Professionals,2.8
2003,60-64,Associate Professionals & Technicians,2.3
2003,60-64,Clerical Support Workers,2.9
2003,60-64,Service & Sales Workers,9.1
2003,60-64,Craftsmen & Related Trade Workers,2.6
2003,60-64,Plant & Machine Operators & Assemblers,6.5
2003,60-64,"Cleaners, Labourers & Related Workers",10.9
2003,60-64,Others,0.1
2003,65+,Managers & Administrators (Including Working Proprietors),4.6
2003,65+,Professionals,1.3
2003,65+,Associate Professionals & Technicians,0.7
2003,65+,Clerical Support Workers,1.4
2003,65+,Service & Sales Workers,6.7
2003,65+,Craftsmen & Related Trade Workers,1.3
2003,65+,Plant & Machine Operators & Assemblers,3.7
2003,65+,"Cleaners, Labourers & Related Workers",10.8
2003,65+,Others,0.1
2002,15-19,Managers & Administrators (Including Working Proprietors),0.0
2002,15-19,Professionals,0.2
2002,15-19,Associate Professionals & Technicians,1.1
2002,15-19,Clerical Support Workers,2.9
2002,15-19,Service & Sales Workers,7.2
2002,15-19,Craftsmen & Related Trade Workers,0.5
2002,15-19,Plant & Machine Operators & Assemblers,0.6
2002,15-19,"Cleaners, Labourers & Related Workers",1.1
2002,15-19,Others,8.6
2002,20-24,Managers & Administrators (Including Working Proprietors),1.3
2002,20-24,Professionals,12.7
2002,20-24,Associate Professionals & Technicians,17.8
2002,20-24,Clerical Support Workers,20.6
2002,20-24,Service & Sales Workers,17.0
2002,20-24,Craftsmen & Related Trade Workers,3.0
2002,20-24,Plant & Machine Operators & Assemblers,3.8
2002,20-24,"Cleaners, Labourers & Related Workers",2.5
2002,20-24,Others,39.6
2002,25-29,Managers & Administrators (Including Working Proprietors),15.0
2002,25-29,Professionals,53.3
2002,25-29,Associate Professionals & Technicians,48.8
2002,25-29,Clerical Support Workers,34.4
2002,25-29,Service & Sales Workers,19.6
2002,25-29,Craftsmen & Related Trade Workers,6.8
2002,25-29,Plant & Machine Operators & Assemblers,9.4
2002,25-29,"Cleaners, Labourers & Related Workers",4.5
2002,25-29,Others,6.1
2002,30-34,Managers & Administrators (Including Working Proprietors),34.9
2002,30-34,Professionals,57.4
2002,30-34,Associate Professionals & Technicians,44.4
2002,30-34,Clerical Support Workers,37.0
2002,30-34,Service & Sales Workers,22.2
2002,30-34,Craftsmen & Related Trade Workers,10.8
2002,30-34,Plant & Machine Operators & Assemblers,14.4
2002,30-34,"Cleaners, Labourers & Related Workers",5.3
2002,30-34,Others,2.0
2002,35-39,Managers & Administrators (Including Working Proprietors),48.8
2002,35-39,Professionals,41.8
2002,35-39,Associate Professionals & Technicians,38.4
2002,35-39,Clerical Support Workers,34.1
2002,35-39,Service & Sales Workers,25.6
2002,35-39,Craftsmen & Related Trade Workers,18.2
2002,35-39,Plant & Machine Operators & Assemblers,25.5
2002,35-39,"Cleaners, Labourers & Related Workers",10.7
2002,35-39,Others,2.0
2002,40-44,Managers & Administrators (Including Working Proprietors),45.4
2002,40-44,Professionals,27.8
2002,40-44,Associate Professionals & Technicians,30.9
2002,40-44,Clerical Support Workers,32.8
2002,40-44,Service & Sales Workers,29.1
2002,40-44,Craftsmen & Related Trade Workers,21.1
2002,40-44,Plant & Machine Operators & Assemblers,34.4
2002,40-44,"Cleaners, Labourers & Related Workers",16.3
2002,40-44,Others,1.5
2002,45-49,Managers & Administrators (Including Working Proprietors),37.6
2002,45-49,Professionals,17.9
2002,45-49,Associate Professionals & Technicians,25.2
2002,45-49,Clerical Support Workers,28.1
2002,45-49,Service & Sales Workers,25.3
2002,45-49,Craftsmen & Related Trade Workers,19.5
2002,45-49,Plant & Machine Operators & Assemblers,32.9
2002,45-49,"Cleaners, Labourers & Related Workers",19.9
2002,45-49,Others,1.0
2002,50-54,Managers & Administrators (Including Working Proprietors),27.7
2002,50-54,Professionals,12.7
2002,50-54,Associate Professionals & Technicians,18.3
2002,50-54,Clerical Support Workers,15.9
2002,50-54,Service & Sales Workers,23.6
2002,50-54,Craftsmen & Related Trade Workers,14.6
2002,50-54,Plant & Machine Operators & Assemblers,27.2
2002,50-54,"Cleaners, Labourers & Related Workers",19.9
2002,50-54,Others,0.7
2002,55-59,Managers & Administrators (Including Working Proprietors),12.0
2002,55-59,Professionals,8.4
2002,55-59,Associate Professionals & Technicians,6.7
2002,55-59,Clerical Support Workers,7.4
2002,55-59,Service & Sales Workers,13.9
2002,55-59,Craftsmen & Related Trade Workers,6.3
2002,55-59,Plant & Machine Operators & Assemblers,13.0
2002,55-59,"Cleaners, Labourers & Related Workers",15.2
2002,55-59,Others,0.4
2002,60-64,Managers & Administrators (Including Working Proprietors),6.7
2002,60-64,Professionals,3.1
2002,60-64,Associate Professionals & Technicians,2.2
2002,60-64,Clerical Support Workers,2.7
2002,60-64,Service & Sales Workers,8.2
2002,60-64,Craftsmen & Related Trade Workers,2.9
2002,60-64,Plant & Machine Operators & Assemblers,6.8
2002,60-64,"Cleaners, Labourers & Related Workers",10.3
2002,60-64,Others,0.1
2002,65+,Managers & Administrators (Including Working Proprietors),3.9
2002,65+,Professionals,0.9
2002,65+,Associate Professionals & Technicians,0.6
2002,65+,Clerical Support Workers,1.9
2002,65+,Service & Sales Workers,7.1
2002,65+,Craftsmen & Related Trade Workers,1.5
2002,65+,Plant & Machine Operators & Assemblers,3.2
2002,65+,"Cleaners, Labourers & Related Workers",9.2
2002,65+,Others,0.0
2001,15-19,Managers & Administrators (Including Working Proprietors),0.0
2001,15-19,Professionals,0.4
2001,15-19,Associate Professionals & Technicians,1.7
2001,15-19,Clerical Support Workers,5.0
2001,15-19,Service & Sales Workers,8.3
2001,15-19,Craftsmen & Related Trade Workers,0.6
2001,15-19,Plant & Machine Operators & Assemblers,0.4
2001,15-19,"Cleaners, Labourers & Related Workers",1.6
2001,15-19,Others,12.5
2001,20-24,Managers & Administrators (Including Working Proprietors),2.5
2001,20-24,Professionals,17.0
2001,20-24,Associate Professionals & Technicians,21.7
2001,20-24,Clerical Support Workers,23.8
2001,20-24,Service & Sales Workers,18.2
2001,20-24,Craftsmen & Related Trade Workers,3.1
2001,20-24,Plant & Machine Operators & Assemblers,3.0
2001,20-24,"Cleaners, Labourers & Related Workers",2.7
2001,20-24,Others,38.5
2001,25-29,Managers & Administrators (Including Working Proprietors),17.0
2001,25-29,Professionals,57.2
2001,25-29,Associate Professionals & Technicians,50.0
2001,25-29,Clerical Support Workers,38.5
2001,25-29,Service & Sales Workers,20.2
2001,25-29,Craftsmen & Related Trade Workers,6.9
2001,25-29,Plant & Machine Operators & Assemblers,10.5
2001,25-29,"Cleaners, Labourers & Related Workers",4.7
2001,25-29,Others,4.6
2001,30-34,Managers & Administrators (Including Working Proprietors),35.2
2001,30-34,Professionals,52.9
2001,30-34,Associate Professionals & Technicians,44.6
2001,30-34,Clerical Support Workers,36.0
2001,30-34,Service & Sales Workers,21.9
2001,30-34,Craftsmen & Related Trade Workers,11.7
2001,30-34,Plant & Machine Operators & Assemblers,17.6
2001,30-34,"Cleaners, Labourers & Related Workers",6.2
2001,30-34,Others,2.2
2001,35-39,Managers & Administrators (Including Working Proprietors),49.1
2001,35-39,Professionals,39.0
2001,35-39,Associate Professionals & Technicians,38.6
2001,35-39,Clerical Support Workers,35.2
2001,35-39,Service & Sales Workers,26.3
2001,35-39,Craftsmen & Related Trade Workers,17.5
2001,35-39,Plant & Machine Operators & Assemblers,27.1
2001,35-39,"Cleaners, Labourers & Related Workers",12.7
2001,35-39,Others,2.6
2001,40-44,Managers & Administrators (Including Working Proprietors),46.6
2001,40-44,Professionals,26.4
2001,40-44,Associate Professionals & Technicians,31.0
2001,40-44,Clerical Support Workers,34.2
2001,40-44,Service & Sales Workers,27.2
2001,40-44,Craftsmen & Related Trade Workers,22.7
2001,40-44,Plant & Machine Operators & Assemblers,35.0
2001,40-44,"Cleaners, Labourers & Related Workers",17.2
2001,40-44,Others,1.9
2001,45-49,Managers & Administrators (Including Working Proprietors),37.5
2001,45-49,Professionals,16.5
2001,45-49,Associate Professionals & Technicians,25.7
2001,45-49,Clerical Support Workers,24.0
2001,45-49,Service & Sales Workers,27.7
2001,45-49,Craftsmen & Related Trade Workers,16.7
2001,45-49,Plant & Machine Operators & Assemblers,34.6
2001,45-49,"Cleaners, Labourers & Related Workers",19.1
2001,45-49,Others,1.4
2001,50-54,Managers & Administrators (Including Working Proprietors),26.1
2001,50-54,Professionals,13.5
2001,50-54,Associate Professionals & Technicians,17.0
2001,50-54,Clerical Support Workers,16.1
2001,50-54,Service & Sales Workers,22.9
2001,50-54,Craftsmen & Related Trade Workers,12.3
2001,50-54,Plant & Machine Operators & Assemblers,25.5
2001,50-54,"Cleaners, Labourers & Related Workers",20.6
2001,50-54,Others,0.5
2001,55-59,Managers & Administrators (Including Working Proprietors),9.1
2001,55-59,Professionals,6.3
2001,55-59,Associate Professionals & Technicians,5.2
2001,55-59,Clerical Support Workers,4.9
2001,55-59,Service & Sales Workers,11.2
2001,55-59,Craftsmen & Related Trade Workers,5.4
2001,55-59,Plant & Machine Operators & Assemblers,10.5
2001,55-59,"Cleaners, Labourers & Related Workers",11.8
2001,55-59,Others,0.4
2001,60-64,Managers & Administrators (Including Working Proprietors),5.6
2001,60-64,Professionals,2.8
2001,60-64,Associate Professionals & Technicians,1.9
2001,60-64,Clerical Support Workers,2.8
2001,60-64,Service & Sales Workers,8.4
2001,60-64,Craftsmen & Related Trade Workers,3.9
2001,60-64,Plant & Machine Operators & Assemblers,6.9
2001,60-64,"Cleaners, Labourers & Related Workers",9.9
2001,60-64,Others,0.1
2001,65+,Managers & Administrators (Including Working Proprietors),4.4
2001,65+,Professionals,1.0
2001,65+,Associate Professionals & Technicians,0.8
2001,65+,Clerical Support Workers,1.5
2001,65+,Service & Sales Workers,8.3
2001,65+,Craftsmen & Related Trade Workers,1.6
2001,65+,Plant & Machine Operators & Assemblers,2.5
2001,65+,"Cleaners, Labourers & Related Workers",7.9
2001,65+,Others,0.1
2000,15-19,Managers & Administrators (Including Working Proprietors),0.2
2000,15-19,Professionals,0.2
2000,15-19,Associate Professionals & Technicians,1.1
2000,15-19,Clerical Support Workers,5.0
2000,15-19,Service & Sales Workers,6.8
2000,15-19,Craftsmen & Related Trade Workers,0.3
2000,15-19,Plant & Machine Operators & Assemblers,0.8
2000,15-19,"Cleaners, Labourers & Related Workers",0.9
2000,15-19,Others,10.7
2000,20-24,Managers & Administrators (Including Working Proprietors),3.2
2000,20-24,Professionals,16.2
2000,20-24,Associate Professionals & Technicians,22.6
2000,20-24,Clerical Support Workers,22.8
2000,20-24,Service & Sales Workers,17.9
2000,20-24,Craftsmen & Related Trade Workers,3.8
2000,20-24,Plant & Machine Operators & Assemblers,4.5
2000,20-24,"Cleaners, Labourers & Related Workers",2.9
2000,20-24,Others,28.2
2000,25-29,Managers & Administrators (Including Working Proprietors),18.5
2000,25-29,Professionals,53.6
2000,25-29,Associate Professionals & Technicians,50.8
2000,25-29,Clerical Support Workers,36.8
2000,25-29,Service & Sales Workers,21.0
2000,25-29,Craftsmen & Related Trade Workers,10.0
2000,25-29,Plant & Machine Operators & Assemblers,11.3
2000,25-29,"Cleaners, Labourers & Related Workers",4.8
2000,25-29,Others,5.4
2000,30-34,Managers & Administrators (Including Working Proprietors),36.3
2000,30-34,Professionals,45.2
2000,30-34,Associate Professionals & Technicians,43.6
2000,30-34,Clerical Support Workers,35.3
2000,30-34,Service & Sales Workers,20.4
2000,30-34,Craftsmen & Related Trade Workers,13.7
2000,30-34,Plant & Machine Operators & Assemblers,19.2
2000,30-34,"Cleaners, Labourers & Related Workers",6.8
2000,30-34,Others,2.4
2000,35-39,Managers & Administrators (Including Working Proprietors),45.9
2000,35-39,Professionals,30.3
2000,35-39,Associate Professionals & Technicians,38.4
2000,35-39,Clerical Support Workers,33.0
2000,35-39,Service & Sales Workers,23.6
2000,35-39,Craftsmen & Related Trade Workers,20.2
2000,35-39,Plant & Machine Operators & Assemblers,29.4
2000,35-39,"Cleaners, Labourers & Related Workers",11.5
2000,35-39,Others,2.9
2000,40-44,Managers & Administrators (Including Working Proprietors),44.1
2000,40-44,Professionals,20.0
2000,40-44,Associate Professionals & Technicians,31.8
2000,40-44,Clerical Support Workers,29.4
2000,40-44,Service & Sales Workers,26.3
2000,40-44,Craftsmen & Related Trade Workers,20.8
2000,40-44,Plant & Machine Operators & Assemblers,35.5
2000,40-44,"Cleaners, Labourers & Related Workers",15.6
2000,40-44,Others,2.1
2000,45-49,Managers & Administrators (Including Working Proprietors),32.9
2000,45-49,Professionals,13.1
2000,45-49,Associate Professionals & Technicians,23.3
2000,45-49,Clerical Support Workers,21.9
2000,45-49,Service & Sales Workers,24.6
2000,45-49,Craftsmen & Related Trade Workers,17.4
2000,45-49,Plant & Machine Operators & Assemblers,33.3
2000,45-49,"Cleaners, Labourers & Related Workers",17.8
2000,45-49,Others,1.4
2000,50-54,Managers & Administrators (Including Working Proprietors),22.5
2000,50-54,Professionals,10.3
2000,50-54,Associate Professionals & Technicians,14.8
2000,50-54,Clerical Support Workers,12.6
2000,50-54,Service & Sales Workers,20.4
2000,50-54,Craftsmen & Related Trade Workers,11.9
2000,50-54,Plant & Machine Operators & Assemblers,22.4
2000,50-54,"Cleaners, Labourers & Related Workers",17.4
2000,50-54,Others,0.6
2000,55-59,Managers & Administrators (Including Working Proprietors),9.3
2000,55-59,Professionals,5.1
2000,55-59,Associate Professionals & Technicians,5.0
2000,55-59,Clerical Support Workers,4.6
2000,55-59,Service & Sales Workers,10.4
2000,55-59,Craftsmen & Related Trade Workers,5.5
2000,55-59,Plant & Machine Operators & Assemblers,10.6
2000,55-59,"Cleaners, Labourers & Related Workers",11.1
2000,55-59,Others,0.2
2000,60-64,Managers & Administrators (Including Working Proprietors),4.6
2000,60-64,Professionals,1.8
2000,60-64,Associate Professionals & Technicians,2.1
2000,60-64,Clerical Support Workers,2.3
2000,60-64,Service & Sales Workers,6.7
2000,60-64,Craftsmen & Related Trade Workers,2.5
2000,60-64,Plant & Machine Operators & Assemblers,6.2
2000,60-64,"Cleaners, Labourers & Related Workers",8.1
2000,60-64,Others,0.1
2000,65+,Managers & Administrators (Including Working Proprietors),3.9
2000,65+,Professionals,0.8
2000,65+,Associate Professionals & Technicians,0.9
2000,65+,Clerical Support Workers,1.2
2000,65+,Service & Sales Workers,6.6
2000,65+,Craftsmen & Related Trade Workers,1.3
2000,65+,Plant & Machine Operators & Assemblers,2.7
2000,65+,"Cleaners, Labourers & Related Workers",6.8
2000,65+,Others,0.0
