Year,Age,Occupation,Employed
2003,25-29,Associate Professionals & Technicians,22.8
2003,25-29,Clerical Support Workers,6.3
2003,25-29,Service & Sales Workers,11.7
2003,25-29,Craftsmen & Related Trade Workers,5.5
2003,25-29,Plant & Machine Operators & Assemblers,4.9
2003,25-29,"Cleaners, Labourers & Related Workers",2.8
2003,25-29,Others,7.7
2003,30-34,Managers & Administrators (Including Working Proprietors),22.9
2003,30-34,Professionals,35.1
2003,30-34,Associate Professionals & Technicians,25.8
2003,30-34,Clerical Support Workers,6.5
2003,30-34,Service & Sales Workers,11.3
2003,30-34,Craftsmen & Related Trade Workers,9.4
2003,30-34,Plant & Machine Operators & Assemblers,9.0
2003,30-34,"Cleaners, Labourers & Related Workers",4.0
2003,30-34,Others,2.2
2003,35-39,Managers & Administrators (Including Working Proprietors),34.7
2003,35-39,Professionals,27.0
2003,35-39,Associate Professionals & Technicians,22.0
2003,35-39,Clerical Support Workers,7.9
2003,35-39,Service & Sales Workers,11.7
2003,35-39,Craftsmen & Related Trade Workers,13.3
2003,35-39,Plant & Machine Operators & Assemblers,15.4
2003,35-39,"Cleaners, Labourers & Related Workers",7.7
2003,35-39,Others,2.1
2003,40-44,Managers & Administrators (Including Working Proprietors),34.5
2003,40-44,Professionals,17.6
2003,40-44,Associate Professionals & Technicians,20.1
2003,40-44,Clerical Support Workers,7.8
2003,40-44,Service & Sales Workers,13.4
2003,40-44,Craftsmen & Related Trade Workers,17.1
2003,40-44,Plant & Machine Operators & Assemblers,22.6
2003,40-44,"Cleaners, Labourers & Related Workers",10.6
2003,40-44,Others,2.1
2003,45-49,Managers & Administrators (Including Working Proprietors),31.6
2003,45-49,Professionals,11.7
2003,45-49,Associate Professionals & Technicians,15.7
2003,45-49,Clerical Support Workers,6.7
2003,45-49,Service & Sales Workers,13.5
2003,45-49,Craftsmen & Related Trade Workers,17.8
2003,45-49,Plant & Machine Operators & Assemblers,25.7
2003,45-49,"Cleaners, Labourers & Related Workers",10.5
2003,45-49,Others,1.3
2003,50-54,Managers & Administrators (Including Working Proprietors),24.7
2003,50-54,Professionals,7.4
2003,50-54,Associate Professionals & Technicians,11.2
2003,50-54,Clerical Support Workers,6.4
2003,50-54,Service & Sales Workers,11.6
2003,50-54,Craftsmen & Related Trade Workers,13.6
2003,50-54,Plant & Machine Operators & Assemblers,20.3
2003,50-54,"Cleaners, Labourers & Related Workers",9.4
2003,50-54,Others,0.6
2003,55-59,Managers & Administrators (Including Working Proprietors),13.7
2003,55-59,Professionals,5.0
2003,55-59,Associate Professionals & Technicians,5.5
2003,55-59,Clerical Support Workers,3.7
2003,55-59,Service & Sales Workers,9.3
2003,55-59,Craftsmen & Related Trade Workers,6.9
2003,55-59,Plant & Machine Operators & Assemblers,13.0
2003,55-59,"Cleaners, Labourers & Related Workers",6.0
2003,55-59,Others,0.1
2003,60-64,Managers & Administrators (Including Working Proprietors),6.1
2003,60-64,Professionals,1.9
2003,60-64,Associate Professionals & Technicians,1.5
2003,60-64,Clerical Support Workers,1.7
2003,60-64,Service & Sales Workers,6.5
2003,60-64,Craftsmen & Related Trade Workers,2.4
2003,60-64,Plant & Machine Operators & Assemblers,5.8
2003,60-64,"Cleaners, Labourers & Related Workers",5.3
2003,60-64,Others,0.1
2003,65+,Managers & Administrators (Including Working Proprietors),4.0
2003,65+,Professionals,1.1
2003,65+,Associate Professionals & Technicians,0.3
2003,65+,Clerical Support Workers,1.2
2003,65+,Service & Sales Workers,5.3
2003,65+,Craftsmen & Related Trade Workers,1.2
2003,65+,Plant & Machine Operators & Assemblers,3.4
2003,65+,"Cleaners, Labourers & Related Workers",6.4
2003,65+,Others,0.1
2002,15-19,Managers & Administrators (Including Working Proprietors),0.0
2002,15-19,Professionals,0.0
2002,15-19,Associate Professionals & Technicians,0.2
2002,15-19,Clerical Support Workers,0.5
2002,15-19,Service & Sales Workers,2.5
2002,15-19,Craftsmen & Related Trade Workers,0.4
2002,15-19,Plant & Machine Operators & Assemblers,0.2
2002,15-19,"Cleaners, Labourers & Related Workers",0.9
2002,15-19,Others,8.5
2002,20-24,Managers & Administrators (Including Working Proprietors),0.5
2002,20-24,Professionals,2.8
2002,20-24,Associate Professionals & Technicians,5.8
2002,20-24,Clerical Support Workers,2.0
2002,20-24,Service & Sales Workers,8.1
2002,20-24,Craftsmen & Related Trade Workers,2.6
2002,20-24,Plant & Machine Operators & Assemblers,2.7
2002,20-24,"Cleaners, Labourers & Related Workers",2.0
2002,20-24,Others,39.3
2002,25-29,Managers & Administrators (Including Working Proprietors),8.3
2002,25-29,Professionals,26.6
2002,25-29,Associate Professionals & Technicians,24.2
2002,25-29,Clerical Support Workers,6.3
2002,25-29,Service & Sales Workers,11.1
2002,25-29,Craftsmen & Related Trade Workers,6.3
2002,25-29,Plant & Machine Operators & Assemblers,6.6
2002,25-29,"Cleaners, Labourers & Related Workers",3.3
2002,25-29,Others,5.8
2002,30-34,Managers & Administrators (Including Working Proprietors),22.3
2002,30-34,Professionals,33.8
2002,30-34,Associate Professionals & Technicians,23.3
2002,30-34,Clerical Support Workers,7.4
2002,30-34,Service & Sales Workers,12.7
2002,30-34,Craftsmen & Related Trade Workers,10.2
2002,30-34,Plant & Machine Operators & Assemblers,9.4
2002,30-34,"Cleaners, Labourers & Related Workers",3.3
2002,30-34,Others,1.9
2002,35-39,Managers & Administrators (Including Working Proprietors),35.5
2002,35-39,Professionals,25.6
2002,35-39,Associate Professionals & Technicians,22.5
2002,35-39,Clerical Support Workers,7.6
2002,35-39,Service & Sales Workers,13.9
2002,35-39,Craftsmen & Related Trade Workers,17.0
2002,35-39,Plant & Machine Operators & Assemblers,19.1
2002,35-39,"Cleaners, Labourers & Related Workers",6.6
2002,35-39,Others,1.7
2002,40-44,Managers & Administrators (Including Working Proprietors),34.4
2002,40-44,Professionals,17.9
2002,40-44,Associate Professionals & Technicians,18.5
2002,40-44,Clerical Support Workers,7.0
2002,40-44,Service & Sales Workers,14.7
2002,40-44,Craftsmen & Related Trade Workers,19.2
2002,40-44,Plant & Machine Operators & Assemblers,25.1
2002,40-44,"Cleaners, Labourers & Related Workers",9.0
2002,40-44,Others,1.4
2002,45-49,Managers & Administrators (Including Working Proprietors),28.9
2002,45-49,Professionals,11.9
2002,45-49,Associate Professionals & Technicians,15.8
2002,45-49,Clerical Support Workers,7.0
2002,45-49,Service & Sales Workers,12.1
2002,45-49,Craftsmen & Related Trade Workers,17.7
2002,45-49,Plant & Machine Operators & Assemblers,23.7
2002,45-49,"Cleaners, Labourers & Related Workers",9.4
2002,45-49,Others,1.0
2002,50-54,Managers & Administrators (Including Working Proprietors),22.9
2002,50-54,Professionals,7.3
2002,50-54,Associate Professionals & Technicians,12.5
2002,50-54,Clerical Support Workers,5.6
2002,50-54,Service & Sales Workers,12.9
2002,50-54,Craftsmen & Related Trade Workers,13.1
2002,50-54,Plant & Machine Operators & Assemblers,20.8
2002,50-54,"Cleaners, Labourers & Related Workers",8.3
2002,50-54,Others,0.7
2002,55-59,Managers & Administrators (Including Working Proprietors),10.2
2002,55-59,Professionals,5.4
2002,55-59,Associate Professionals & Technicians,4.7
2002,55-59,Clerical Support Workers,3.1
2002,55-59,Service & Sales Workers,7.8
2002,55-59,Craftsmen & Related Trade Workers,5.6
2002,55-59,Plant & Machine Operators & Assemblers,10.5
2002,55-59,"Cleaners, Labourers & Related Workers",6.9
2002,55-59,Others,0.4
2002,60-64,Managers & Administrators (Including Working Proprietors),5.9
2002,60-64,Professionals,2.2
2002,60-64,Associate Professionals & Technicians,1.7
2002,60-64,Clerical Support Workers,1.8
2002,60-64,Service & Sales Workers,5.8
2002,60-64,Craftsmen & Related Trade Workers,2.8
2002,60-64,Plant & Machine Operators & Assemblers,6.0
2002,60-64,"Cleaners, Labourers & Related Workers",4.9
2002,60-64,Others,0.1
2002,65+,Managers & Administrators (Including Working Proprietors),3.6
2002,65+,Professionals,0.7
2002,65+,Associate Professionals & Technicians,0.6
2002,65+,Clerical Support Workers,1.5
2002,65+,Service & Sales Workers,5.6
2002,65+,Craftsmen & Related Trade Workers,1.4
2002,65+,Plant & Machine Operators & Assemblers,3.0
2002,65+,"Cleaners, Labourers & Related Workers",5.7
2002,65+,Others,0.0
2001,15-19,Managers & Administrators (Including Working Proprietors),0.0
2001,15-19,Professionals,0.2
2001,15-19,Associate Professionals & Technicians,0.4
2001,15-19,Clerical Support Workers,0.6
2001,15-19,Service & Sales Workers,3.2
2001,15-19,Craftsmen & Related Trade Workers,0.5
2001,15-19,Plant & Machine Operators & Assemblers,0.2
2001,15-19,"Cleaners, Labourers & Related Workers",1.3
2001,15-19,Others,12.5
2001,20-24,Managers & Administrators (Including Working Proprietors),0.9
2001,20-24,Professionals,4.1
2001,20-24,Associate Professionals & Technicians,7.1
2001,20-24,Clerical Support Workers,3.5
2001,20-24,Service & Sales Workers,8.4
2001,20-24,Craftsmen & Related Trade Workers,2.9
2001,20-24,Plant & Machine Operators & Assemblers,2.0
2001,20-24,"Cleaners, Labourers & Related Workers",2.2
2001,20-24,Others,38.2
2001,25-29,Managers & Administrators (Including Working Proprietors),9.6
2001,25-29,Professionals,29.9
2001,25-29,Associate Professionals & Technicians,25.5
2001,25-29,Clerical Support Workers,7.0
2001,25-29,Service & Sales Workers,11.7
2001,25-29,Craftsmen & Related Trade Workers,6.4
2001,25-29,Plant & Machine Operators & Assemblers,6.8
2001,25-29,"Cleaners, Labourers & Related Workers",3.5
2001,25-29,Others,4.3
2001,30-34,Managers & Administrators (Including Working Proprietors),22.7
2001,30-34,Professionals,31.6
2001,30-34,Associate Professionals & Technicians,25.5
2001,30-34,Clerical Support Workers,6.9
2001,30-34,Service & Sales Workers,11.3
2001,30-34,Craftsmen & Related Trade Workers,10.8
2001,30-34,Plant & Machine Operators & Assemblers,11.5
2001,30-34,"Cleaners, Labourers & Related Workers",4.1
2001,30-34,Others,1.9
2001,35-39,Managers & Administrators (Including Working Proprietors),36.7
2001,35-39,Professionals,24.6
2001,35-39,Associate Professionals & Technicians,22.3
2001,35-39,Clerical Support Workers,7.5
2001,35-39,Service & Sales Workers,12.9
2001,35-39,Craftsmen & Related Trade Workers,16.6
2001,35-39,Plant & Machine Operators & Assemblers,20.1
2001,35-39,"Cleaners, Labourers & Related Workers",7.4
2001,35-39,Others,2.5
2001,40-44,Managers & Administrators (Including Working Proprietors),36.0
2001,40-44,Professionals,15.9
2001,40-44,Associate Professionals & Technicians,18.9
2001,40-44,Clerical Support Workers,7.4
2001,40-44,Service & Sales Workers,12.9
2001,40-44,Craftsmen & Related Trade Workers,21.0
2001,40-44,Plant & Machine Operators & Assemblers,25.8
2001,40-44,"Cleaners, Labourers & Related Workers",8.9
2001,40-44,Others,1.7
2001,45-49,Managers & Administrators (Including Working Proprietors),29.9
2001,45-49,Professionals,10.2
2001,45-49,Associate Professionals & Technicians,15.2
2001,45-49,Clerical Support Workers,6.6
2001,45-49,Service & Sales Workers,12.7
2001,45-49,Craftsmen & Related Trade Workers,15.1
2001,45-49,Plant & Machine Operators & Assemblers,25.5
2001,45-49,"Cleaners, Labourers & Related Workers",9.3
2001,45-49,Others,1.2
2001,50-54,Managers & Administrators (Including Working Proprietors),22.0
2001,50-54,Professionals,8.4
2001,50-54,Associate Professionals & Technicians,11.9
2001,50-54,Clerical Support Workers,5.8
2001,50-54,Service & Sales Workers,12.3
2001,50-54,Craftsmen & Related Trade Workers,11.2
2001,50-54,Plant & Machine Operators & Assemblers,19.8
2001,50-54,"Cleaners, Labourers & Related Workers",8.2
2001,50-54,Others,0.4
2001,55-59,Managers & Administrators (Including Working Proprietors),8.1
2001,55-59,Professionals,3.6
2001,55-59,Associate Professionals & Technicians,3.6
2001,55-59,Clerical Support Workers,2.4
2001,55-59,Service & Sales Workers,6.0
2001,55-59,Craftsmen & Related Trade Workers,4.7
2001,55-59,Plant & Machine Operators & Assemblers,8.6
2001,55-59,"Cleaners, Labourers & Related Workers",4.5
2001,55-59,Others,0.4
2001,60-64,Managers & Administrators (Including Working Proprietors),4.7
2001,60-64,Professionals,2.2
2001,60-64,Associate Professionals & Technicians,1.4
2001,60-64,Clerical Support Workers,1.9
2001,60-64,Service & Sales Workers,5.9
2001,60-64,Craftsmen & Related Trade Workers,3.6
2001,60-64,Plant & Machine Operators & Assemblers,6.5
2001,60-64,"Cleaners, Labourers & Related Workers",4.5
2001,60-64,Others,0.1
2001,65+,Managers & Administrators (Including Working Proprietors),4.0
2001,65+,Professionals,0.7
2001,65+,Associate Professionals & Technicians,0.7
2001,65+,Clerical Support Workers,1.3
2001,65+,Service & Sales Workers,6.2
2001,65+,Craftsmen & Related Trade Workers,1.4
2001,65+,Plant & Machine Operators & Assemblers,2.3
2001,65+,"Cleaners, Labourers & Related Workers",4.7
2001,65+,Others,0.0
2000,15-19,Managers & Administrators (Including Working Proprietors),0.0
2000,15-19,Professionals,0.0
2000,15-19,Associate Professionals & Technicians,0.1
2000,15-19,Clerical Support Workers,0.3
2000,15-19,Service & Sales Workers,3.0
2000,15-19,Craftsmen & Related Trade Workers,0.3
2000,15-19,Plant & Machine Operators & Assemblers,0.2
2000,15-19,"Cleaners, Labourers & Related Workers",0.6
2000,15-19,Others,10.6
2000,20-24,Managers & Administrators (Including Working Proprietors),1.2
2000,20-24,Professionals,3.3
2000,20-24,Associate Professionals & Technicians,7.0
2000,20-24,Clerical Support Workers,3.3
2000,20-24,Service & Sales Workers,10.2
2000,20-24,Craftsmen & Related Trade Workers,3.5
2000,20-24,Plant & Machine Operators & Assemblers,3.0
2000,20-24,"Cleaners, Labourers & Related Workers",2.2
2000,20-24,Others,27.6
2000,25-29,Managers & Administrators (Including Working Proprietors),10.6
2000,25-29,Professionals,27.2
2000,25-29,Associate Professionals & Technicians,27.3
2000,25-29,Clerical Support Workers,7.0
2000,25-29,Service & Sales Workers,11.4
2000,25-29,Craftsmen & Related Trade Workers,9.3
2000,25-29,Plant & Machine Operators & Assemblers,7.4
2000,25-29,"Cleaners, Labourers & Related Workers",3.6
2000,25-29,Others,5.0
2000,30-34,Managers & Administrators (Including Working Proprietors),24.7
2000,30-34,Professionals,26.7
2000,30-34,Associate Professionals & Technicians,25.0
2000,30-34,Clerical Support Workers,7.1
2000,30-34,Service & Sales Workers,10.6
2000,30-34,Craftsmen & Related Trade Workers,12.7
2000,30-34,Plant & Machine Operators & Assemblers,13.1
2000,30-34,"Cleaners, Labourers & Related Workers",4.8
2000,30-34,Others,2.1
2000,35-39,Managers & Administrators (Including Working Proprietors),33.5
2000,35-39,Professionals,18.5
2000,35-39,Associate Professionals & Technicians,23.2
2000,35-39,Clerical Support Workers,7.7
2000,35-39,Service & Sales Workers,12.9
2000,35-39,Craftsmen & Related Trade Workers,18.6
2000,35-39,Plant & Machine Operators & Assemblers,21.0
2000,35-39,"Cleaners, Labourers & Related Workers",7.7
2000,35-39,Others,2.5
2000,40-44,Managers & Administrators (Including Working Proprietors),33.5
2000,40-44,Professionals,11.6
2000,40-44,Associate Professionals & Technicians,20.0
2000,40-44,Clerical Support Workers,7.1
2000,40-44,Service & Sales Workers,13.5
2000,40-44,Craftsmen & Related Trade Workers,18.8
2000,40-44,Plant & Machine Operators & Assemblers,25.2
2000,40-44,"Cleaners, Labourers & Related Workers",8.9
2000,40-44,Others,1.7
2000,45-49,Managers & Administrators (Including Working Proprietors),25.7
2000,45-49,Professionals,8.1
2000,45-49,Associate Professionals & Technicians,15.4
2000,45-49,Clerical Support Workers,6.3
2000,45-49,Service & Sales Workers,12.6
2000,45-49,Craftsmen & Related Trade Workers,15.6
2000,45-49,Plant & Machine Operators & Assemblers,23.4
2000,45-49,"Cleaners, Labourers & Related Workers",8.1
2000,45-49,Others,1.3
2000,50-54,Managers & Administrators (Including Working Proprietors),18.3
2000,50-54,Professionals,6.2
2000,50-54,Associate Professionals & Technicians,10.2
2000,50-54,Clerical Support Workers,4.8
2000,50-54,Service & Sales Workers,11.5
2000,50-54,Craftsmen & Related Trade Workers,10.6
2000,50-54,Plant & Machine Operators & Assemblers,17.5
2000,50-54,"Cleaners, Labourers & Related Workers",7.5
2000,50-54,Others,0.5
2000,55-59,Managers & Administrators (Including Working Proprietors),8.1
2000,55-59,Professionals,3.2
2000,55-59,Associate Professionals & Technicians,3.5
2000,55-59,Clerical Support Workers,2.6
2000,55-59,Service & Sales Workers,6.5
2000,55-59,Craftsmen & Related Trade Workers,5.0
2000,55-59,Plant & Machine Operators & Assemblers,9.0
2000,55-59,"Cleaners, Labourers & Related Workers",5.1
2000,55-59,Others,0.2
2000,60-64,Managers & Administrators (Including Working Proprietors),4.1
2000,60-64,Professionals,1.4
2000,60-64,Associate Professionals & Technicians,1.6
2000,60-64,Clerical Support Workers,1.8
2000,60-64,Service & Sales Workers,4.7
2000,60-64,Craftsmen & Related Trade Workers,2.4
2000,60-64,Plant & Machine Operators & Assemblers,5.6
2000,60-64,"Cleaners, Labourers & Related Workers",4.0
2000,60-64,Others,0.1
2000,65+,Managers & Administrators (Including Working Proprietors),3.4
2000,65+,Professionals,0.7
2000,65+,Associate Professionals & Technicians,0.8
2000,65+,Clerical Support Workers,1.1
2000,65+,Service & Sales Workers,5.1
2000,65+,Craftsmen & Related Trade Workers,1.2
2000,65+,Plant & Machine Operators & Assemblers,2.5
2000,65+,"Cleaners, Labourers & Related Workers",4.0
2000,65+,Others,0.0
